"RdRp_ID","taxonomy","bitscore","Contig","Class"
"T1-R-H2O-P-C_NODE_790_length_1724_cov_23.152450_1","Kitrinoviricota",167.2,"T1-R-H2O-P-C_NODE_790_length_1724_cov_23.152450","Kitrinoviricota"
"T1-R-H2O-P-C_NODE_7971_length_921_cov_9.335294_1","Levivirales",156.1,"T1-R-H2O-P-C_NODE_7971_length_921_cov_9.335294","Leviviricetes"
"T1-R-H2O-P-C_NODE_8048_length_919_cov_2.583726_1","Tymovirales",131.7,"T1-R-H2O-P-C_NODE_8048_length_919_cov_2.583726","Alsuviricetes"
"T1-R-H2O-P-C_NODE_8052_length_919_cov_2.369104_1","Ourlivirales",368.5,"T1-R-H2O-P-C_NODE_8052_length_919_cov_2.369104","Miaviricetes"
"T1-R-H2O-P-C_NODE_8309_length_912_cov_2.441141_1","Cryppavirales",177.9,"T1-R-H2O-P-C_NODE_8309_length_912_cov_2.441141","Howeltoviricetes"
"T1-R-H2O-P-C_NODE_8532_length_904_cov_33.242497_1","Levivirales",347.4,"T1-R-H2O-P-C_NODE_8532_length_904_cov_33.242497","Leviviricetes"
"T1-R-H2O-P-C_NODE_876_length_1678_cov_40.848164_1","Cryppavirales",143.4,"T1-R-H2O-P-C_NODE_876_length_1678_cov_40.848164","Howeltoviricetes"
"T1-R-H2O-P-C_NODE_901_length_1666_cov_4.181818_1","Cryppavirales",434.1,"T1-R-H2O-P-C_NODE_901_length_1666_cov_4.181818","Howeltoviricetes"
"T1-R-H2O-P-C_NODE_96_length_3003_cov_12.323329_1","Cryppavirales",463.5,"T1-R-H2O-P-C_NODE_96_length_3003_cov_12.323329","Howeltoviricetes"
"T1-R-H2O-P-C_NODE_9756_length_873_cov_3.811721_1","Levivirales",191.3,"T1-R-H2O-P-C_NODE_9756_length_873_cov_3.811721","Leviviricetes"
"T1-R-H2O-P-C_NODE_9_length_4667_cov_53.501523_4","Levivirales",445.9,"T1-R-H2O-P-C_NODE_9_length_4667_cov_53.501523","Leviviricetes"
"T2-R-H218O-A_NODE_10041_length_806_cov_7.891156_1","Levivirales",177.1,"T2-R-H218O-A_NODE_10041_length_806_cov_7.891156","Leviviricetes"
"T2-R-H218O-A_NODE_105_length_2624_cov_86.404622_1","Cryppavirales",516.9,"T2-R-H218O-A_NODE_105_length_2624_cov_86.404622","Howeltoviricetes"
"T2-R-H218O-A_NODE_10_length_4369_cov_16.724058_1","Cryppavirales",387.2,"T2-R-H218O-A_NODE_10_length_4369_cov_16.724058","Howeltoviricetes"
"T2-R-H218O-A_NODE_11806_length_771_cov_3.778571_1","Levivirales",175.1,"T2-R-H218O-A_NODE_11806_length_771_cov_3.778571","Leviviricetes"
"T2-R-H218O-A_NODE_12183_length_765_cov_8.394813_1","Levivirales",171,"T2-R-H218O-A_NODE_12183_length_765_cov_8.394813","Leviviricetes"
"T2-R-H218O-A_NODE_1278_length_1429_cov_2.357879_1","Levivirales",210.6,"T2-R-H218O-A_NODE_1278_length_1429_cov_2.357879","Leviviricetes"
"T2-R-H218O-A_NODE_12881_length_754_cov_3.677892_1","Cryppavirales",379.6,"T2-R-H218O-A_NODE_12881_length_754_cov_3.677892","Howeltoviricetes"
"T2-R-H218O-A_NODE_12_length_4067_cov_19.413914_1","Levivirales",431.9,"T2-R-H218O-A_NODE_12_length_4067_cov_19.413914","Leviviricetes"
"T2-R-H218O-A_NODE_14173_length_736_cov_2.332331_1","Ourlivirales",274.1,"T2-R-H218O-A_NODE_14173_length_736_cov_2.332331","Miaviricetes"
"T2-R-H218O-A_NODE_14_length_4034_cov_30.238456_3","Levivirales",418.7,"T2-R-H218O-A_NODE_14_length_4034_cov_30.238456","Leviviricetes"
"T2-R-H218O-A_NODE_15_length_3860_cov_9.397994_1","Cryppavirales",357.8,"T2-R-H218O-A_NODE_15_length_3860_cov_9.397994","Howeltoviricetes"
"T2-R-H218O-A_NODE_16352_length_709_cov_1.829154_1","Levivirales",139.7,"T2-R-H218O-A_NODE_16352_length_709_cov_1.829154","Leviviricetes"
"T2-R-H218O-A_NODE_17113_length_701_cov_7.625397_1","Durnavirales",85.4,"T2-R-H218O-A_NODE_17113_length_701_cov_7.625397","Duplopiviricetes"
"T2-R-H218O-A_NODE_1740_length_1304_cov_4.077859_1","Tymovirales",173.1,"T2-R-H218O-A_NODE_1740_length_1304_cov_4.077859","Alsuviricetes"
"T2-R-H218O-A_NODE_17_length_3789_cov_7.225390_3","Levivirales",426.9,"T2-R-H218O-A_NODE_17_length_3789_cov_7.225390","Leviviricetes"
"T2-R-H218O-A_NODE_18294_length_689_cov_3.430421_1","Cryppavirales",165.7,"T2-R-H218O-A_NODE_18294_length_689_cov_3.430421","Howeltoviricetes"
"T2-R-H218O-A_NODE_18549_length_687_cov_1.644481_1","Levivirales",86.5,"T2-R-H218O-A_NODE_18549_length_687_cov_1.644481","Leviviricetes"
"T2-R-H218O-A_NODE_18_length_3755_cov_8.069761_1","Levivirales",425.3,"T2-R-H218O-A_NODE_18_length_3755_cov_8.069761","Leviviricetes"
"T2-R-H218O-A_NODE_19572_length_677_cov_3.049505_1","Cryppavirales",223.3,"T2-R-H218O-A_NODE_19572_length_677_cov_3.049505","Howeltoviricetes"
"T2-R-H218O-A_NODE_199_length_2254_cov_10.038021_1","Cryppavirales",243.2,"T2-R-H218O-A_NODE_199_length_2254_cov_10.038021","Howeltoviricetes"
"T2-R-H218O-A_NODE_21312_length_662_cov_3.028765_1","Levivirales",195.8,"T2-R-H218O-A_NODE_21312_length_662_cov_3.028765","Leviviricetes"
"T2-R-H218O-A_NODE_21550_length_660_cov_3.921902_1","Levivirales",113.3,"T2-R-H218O-A_NODE_21550_length_660_cov_3.921902","Leviviricetes"
"T2-R-H218O-A_NODE_235_length_2169_cov_6.401335_1","Durnavirales",229.1,"T2-R-H218O-A_NODE_235_length_2169_cov_6.401335","Duplopiviricetes"
"T2-R-H218O-A_NODE_24190_length_641_cov_1.921053_1","Levivirales",173.9,"T2-R-H218O-A_NODE_24190_length_641_cov_1.921053","Leviviricetes"
"T2-R-H218O-A_NODE_248_length_2139_cov_10.009671_1","Cryppavirales",153.3,"T2-R-H218O-A_NODE_248_length_2139_cov_10.009671","Howeltoviricetes"
"T2-R-H218O-A_NODE_25841_length_630_cov_6.454383_1","Cryppavirales",197,"T2-R-H218O-A_NODE_25841_length_630_cov_6.454383","Howeltoviricetes"
"T2-R-H218O-A_NODE_27017_length_623_cov_8.766304_1","Cryppavirales",109.2,"T2-R-H218O-A_NODE_27017_length_623_cov_8.766304","Howeltoviricetes"
"T2-R-H218O-A_NODE_27261_length_622_cov_1.838475_1","Levivirales",179.6,"T2-R-H218O-A_NODE_27261_length_622_cov_1.838475","Leviviricetes"
"T2-R-H218O-A_NODE_316_length_2038_cov_10.535841_2","Levivirales",435.5,"T2-R-H218O-A_NODE_316_length_2038_cov_10.535841","Leviviricetes"
"T2-R-H218O-A_NODE_3229_length_1096_cov_7.999024_1","Ourlivirales",318.4,"T2-R-H218O-A_NODE_3229_length_1096_cov_7.999024","Miaviricetes"
"T2-R-H218O-A_NODE_341_length_2005_cov_16.451913_1","Durnavirales",276.6,"T2-R-H218O-A_NODE_341_length_2005_cov_16.451913","Duplopiviricetes"
"T2-R-H218O-A_NODE_36_length_3361_cov_24.138602_1","Cryppavirales",486.1,"T2-R-H218O-A_NODE_36_length_3361_cov_24.138602","Howeltoviricetes"
"T2-R-H218O-A_NODE_38_length_3324_cov_8.596065_1","Wolframvirales",155.9,"T2-R-H218O-A_NODE_38_length_3324_cov_8.596065","Amabiliviricetes"
"T2-R-H218O-A_NODE_392_length_1933_cov_3.552632_4","Levivirales",152.6,"T2-R-H218O-A_NODE_392_length_1933_cov_3.552632","Leviviricetes"
"T2-R-H218O-A_NODE_3947_length_1038_cov_11.813857_1","Levivirales",122.9,"T2-R-H218O-A_NODE_3947_length_1038_cov_11.813857","Leviviricetes"
"T2-R-H218O-A_NODE_3_length_7592_cov_33.979391_1","Tymovirales",354.6,"T2-R-H218O-A_NODE_3_length_7592_cov_33.979391","Alsuviricetes"
"T2-R-H218O-A_NODE_40_length_3303_cov_18.116027_1","Cryppavirales",508.2,"T2-R-H218O-A_NODE_40_length_3303_cov_18.116027","Howeltoviricetes"
"T2-R-H218O-A_NODE_4154_length_1024_cov_7.759706_1","Kitrinoviricota",93.3,"T2-R-H218O-A_NODE_4154_length_1024_cov_7.759706","Kitrinoviricota"
"T2-R-H218O-A_NODE_4467_length_1003_cov_4.440987_1","Levivirales",242.9,"T2-R-H218O-A_NODE_4467_length_1003_cov_4.440987","Leviviricetes"
"T2-R-H218O-A_NODE_447_length_1875_cov_12.037694_1","Cryppavirales",408.7,"T2-R-H218O-A_NODE_447_length_1875_cov_12.037694","Howeltoviricetes"
"T2-R-H218O-A_NODE_475_length_1847_cov_14.035473_1","Cryppavirales",436.3,"T2-R-H218O-A_NODE_475_length_1847_cov_14.035473","Howeltoviricetes"
"T2-R-H218O-A_NODE_478_length_1844_cov_7.382967_1","Cryppavirales",400.5,"T2-R-H218O-A_NODE_478_length_1844_cov_7.382967","Howeltoviricetes"
"T2-R-H218O-A_NODE_4888_length_977_cov_5.171082_1","Levivirales",266.2,"T2-R-H218O-A_NODE_4888_length_977_cov_5.171082","Leviviricetes"
"T2-R-H218O-A_NODE_5501_length_946_cov_10.073143_2","Tolivirales",218.2,"T2-R-H218O-A_NODE_5501_length_946_cov_10.073143","Tolucaviricetes"
"T2-R-H218O-A_NODE_560_length_1770_cov_18.233667_1","Kitrinoviricota",149.7,"T2-R-H218O-A_NODE_560_length_1770_cov_18.233667","Kitrinoviricota"
"T2-R-H218O-A_NODE_5720_length_936_cov_4.990751_1","Tolivirales",257.9,"T2-R-H218O-A_NODE_5720_length_936_cov_4.990751","Tolucaviricetes"
"T2-R-H218O-A_NODE_583_length_1760_cov_5.602724_1","Kitrinoviricota",152.2,"T2-R-H218O-A_NODE_583_length_1760_cov_5.602724","Kitrinoviricota"
"T2-R-H218O-A_NODE_5_length_4652_cov_49.554682_1","Levivirales",445.9,"T2-R-H218O-A_NODE_5_length_4652_cov_49.554682","Leviviricetes"
"T2-R-H218O-A_NODE_600_length_1744_cov_9.199641_1","Durnavirales",260.9,"T2-R-H218O-A_NODE_600_length_1744_cov_9.199641","Duplopiviricetes"
"T2-R-H218O-A_NODE_63_length_2962_cov_5.155655_1","Levivirales",127.3,"T2-R-H218O-A_NODE_63_length_2962_cov_5.155655","Leviviricetes"
"T2-R-H218O-A_NODE_668_length_1683_cov_7.328784_1","Durnavirales",343.3,"T2-R-H218O-A_NODE_668_length_1683_cov_7.328784","Duplopiviricetes"
"T2-R-H218O-A_NODE_66_length_2939_cov_20.830195_1","Levivirales",282.5,"T2-R-H218O-A_NODE_66_length_2939_cov_20.830195","Leviviricetes"
"T2-R-H218O-A_NODE_67_length_2922_cov_14.252543_2","Cryppavirales",336.3,"T2-R-H218O-A_NODE_67_length_2922_cov_14.252543","Howeltoviricetes"
"T2-R-H218O-A_NODE_6924_length_891_cov_5.656098_1","Durnavirales",78.7,"T2-R-H218O-A_NODE_6924_length_891_cov_5.656098","Duplopiviricetes"
"T2-R-H218O-A_NODE_6_length_4600_cov_7.245750_1","Levivirales",442.4,"T2-R-H218O-A_NODE_6_length_4600_cov_7.245750","Leviviricetes"
"T2-R-H218O-A_NODE_7581_length_868_cov_5.928482_1","Cryppavirales",146,"T2-R-H218O-A_NODE_7581_length_868_cov_5.928482","Howeltoviricetes"
"T2-R-H218O-A_NODE_844_length_1592_cov_9.178172_1","Cryppavirales",224.7,"T2-R-H218O-A_NODE_844_length_1592_cov_9.178172","Howeltoviricetes"
"T2-R-H218O-A_NODE_8816_length_835_cov_2.981675_1","Cryppavirales",166.2,"T2-R-H218O-A_NODE_8816_length_835_cov_2.981675","Howeltoviricetes"
"T2-R-H218O-A_NODE_887_length_1567_cov_13.273396_1","Kitrinoviricota",149.8,"T2-R-H218O-A_NODE_887_length_1567_cov_13.273396","Kitrinoviricota"
"T2-R-H218O-A_NODE_8927_length_832_cov_4.281209_1","Cryppavirales",255.7,"T2-R-H218O-A_NODE_8927_length_832_cov_4.281209","Howeltoviricetes"
"T2-R-H218O-A_NODE_902_length_1561_cov_10.666443_1","Levivirales",344.4,"T2-R-H218O-A_NODE_902_length_1561_cov_10.666443","Leviviricetes"
"T2-R-H218O-A_NODE_91_length_2721_cov_13.492453_1","Ourlivirales",409.6,"T2-R-H218O-A_NODE_91_length_2721_cov_13.492453","Miaviricetes"
"T2-R-H218O-A_NODE_9358_length_821_cov_2.414667_1","Tymovirales",93.8,"T2-R-H218O-A_NODE_9358_length_821_cov_2.414667","Alsuviricetes"
"T2-R-H218O-A_NODE_9434_length_819_cov_3.355615_1","Levivirales",149.6,"T2-R-H218O-A_NODE_9434_length_819_cov_3.355615","Leviviricetes"
"T2-R-H218O-A_NODE_9480_length_818_cov_2.253012_1","Levivirales",109.3,"T2-R-H218O-A_NODE_9480_length_818_cov_2.253012","Leviviricetes"
"T2-R-H218O-A_NODE_94_length_2708_cov_29.245734_1","Cryppavirales",487.8,"T2-R-H218O-A_NODE_94_length_2708_cov_29.245734","Howeltoviricetes"
"T2-R-H218O-A_NODE_962_length_1537_cov_2.998636_1","Cryppavirales",411.7,"T2-R-H218O-A_NODE_962_length_1537_cov_2.998636","Howeltoviricetes"
"T2-R-H218O-A_NODE_992_length_1523_cov_3.484160_1","Levivirales",410.9,"T2-R-H218O-A_NODE_992_length_1523_cov_3.484160","Leviviricetes"
"T2-R-H218O-A_NODE_9_length_4386_cov_26.397914_1","Cryppavirales",469,"T2-R-H218O-A_NODE_9_length_4386_cov_26.397914","Howeltoviricetes"
"T2-R-H218O-B_NODE_101_length_2692_cov_9.111408_4","Levivirales",232.9,"T2-R-H218O-B_NODE_101_length_2692_cov_9.111408","Leviviricetes"
"T2-R-H218O-B_NODE_10354_length_812_cov_6.761134_1","Cryppavirales",175.8,"T2-R-H218O-B_NODE_10354_length_812_cov_6.761134","Howeltoviricetes"
"T2-R-H218O-B_NODE_10480_length_809_cov_6.806233_1","Kitrinoviricota",77.4,"T2-R-H218O-B_NODE_10480_length_809_cov_6.806233","Kitrinoviricota"
"T2-R-H218O-B_NODE_10740_length_804_cov_3.889495_1","Levivirales",164,"T2-R-H218O-B_NODE_10740_length_804_cov_3.889495","Leviviricetes"
"T2-R-H218O-B_NODE_107_length_2675_cov_3.360215_1","Cryppavirales",413,"T2-R-H218O-B_NODE_107_length_2675_cov_3.360215","Howeltoviricetes"
"T2-R-H218O-B_NODE_10860_length_802_cov_2.682627_1","Levivirales",244.6,"T2-R-H218O-B_NODE_10860_length_802_cov_2.682627","Leviviricetes"
"T2-R-H218O-B_NODE_112_length_2656_cov_31.017021_1","Cryppavirales",487,"T2-R-H218O-B_NODE_112_length_2656_cov_31.017021","Howeltoviricetes"
"T2-R-H218O-B_NODE_1140_length_1507_cov_4.751393_1","Levivirales",354.6,"T2-R-H218O-B_NODE_1140_length_1507_cov_4.751393","Leviviricetes"
"T2-R-H218O-B_NODE_11970_length_782_cov_2.829817_1","Cryppavirales",340.5,"T2-R-H218O-B_NODE_11970_length_782_cov_2.829817","Howeltoviricetes"
"T2-R-H218O-B_NODE_119_length_2613_cov_101.432337_1","Cryppavirales",520.3,"T2-R-H218O-B_NODE_119_length_2613_cov_101.432337","Howeltoviricetes"
"T2-R-H218O-B_NODE_11_length_4095_cov_4.399851_3","Levivirales",455.6,"T2-R-H218O-B_NODE_11_length_4095_cov_4.399851","Leviviricetes"
"T2-R-H218O-B_NODE_12065_length_780_cov_2.555712_1","Levivirales",160.2,"T2-R-H218O-B_NODE_12065_length_780_cov_2.555712","Leviviricetes"
"T2-R-H218O-B_NODE_12156_length_779_cov_1.135593_1","Wolframvirales",95.8,"T2-R-H218O-B_NODE_12156_length_779_cov_1.135593","Amabiliviricetes"
"T2-R-H218O-B_NODE_12694_length_770_cov_2.254649_1","Levivirales",92.9,"T2-R-H218O-B_NODE_12694_length_770_cov_2.254649","Leviviricetes"
"T2-R-H218O-B_NODE_12_length_4040_cov_31.194255_3","Levivirales",418.6,"T2-R-H218O-B_NODE_12_length_4040_cov_31.194255","Leviviricetes"
"T2-R-H218O-B_NODE_13895_length_752_cov_2.857562_1","Levivirales",232.7,"T2-R-H218O-B_NODE_13895_length_752_cov_2.857562","Leviviricetes"
"T2-R-H218O-B_NODE_13_length_3946_cov_24.958194_1","Levivirales",423.6,"T2-R-H218O-B_NODE_13_length_3946_cov_24.958194","Leviviricetes"
"T2-R-H218O-B_NODE_1411_length_1418_cov_7.543430_1","Cryppavirales",232.1,"T2-R-H218O-B_NODE_1411_length_1418_cov_7.543430","Howeltoviricetes"
"T2-R-H218O-B_NODE_14385_length_745_cov_3.004451_1","Levivirales",146,"T2-R-H218O-B_NODE_14385_length_745_cov_3.004451","Leviviricetes"
"T2-R-H218O-B_NODE_14518_length_743_cov_8.830357_1","Cryppavirales",163.3,"T2-R-H218O-B_NODE_14518_length_743_cov_8.830357","Howeltoviricetes"
"T2-R-H218O-B_NODE_1485_length_1394_cov_3.566138_1","Cryppavirales",412.2,"T2-R-H218O-B_NODE_1485_length_1394_cov_3.566138","Howeltoviricetes"
"T2-R-H218O-B_NODE_14_length_3928_cov_11.211823_1","Levivirales",423.2,"T2-R-H218O-B_NODE_14_length_3928_cov_11.211823","Leviviricetes"
"T2-R-H218O-B_NODE_15063_length_736_cov_3.515789_1","Levivirales",131.8,"T2-R-H218O-B_NODE_15063_length_736_cov_3.515789","Leviviricetes"
"T2-R-H218O-B_NODE_1532_length_1381_cov_6.270992_1","Cryppavirales",321.6,"T2-R-H218O-B_NODE_1532_length_1381_cov_6.270992","Howeltoviricetes"
"T2-R-H218O-B_NODE_156_length_2434_cov_19.614896_1","Wolframvirales",289.8,"T2-R-H218O-B_NODE_156_length_2434_cov_19.614896","Amabiliviricetes"
"T2-R-H218O-B_NODE_1585_length_1370_cov_5.004619_1","Cryppavirales",181.1,"T2-R-H218O-B_NODE_1585_length_1370_cov_5.004619","Howeltoviricetes"
"T2-R-H218O-B_NODE_16348_length_721_cov_1.938462_1","Levivirales",208,"T2-R-H218O-B_NODE_16348_length_721_cov_1.938462","Leviviricetes"
"T2-R-H218O-B_NODE_1721_length_1335_cov_3.743671_1","Cryppavirales",201.2,"T2-R-H218O-B_NODE_1721_length_1335_cov_3.743671","Howeltoviricetes"
"T2-R-H218O-B_NODE_17414_length_709_cov_4.598746_1","Durnavirales",98.1,"T2-R-H218O-B_NODE_17414_length_709_cov_4.598746","Duplopiviricetes"
"T2-R-H218O-B_NODE_17495_length_708_cov_5.926217_1","Levivirales",335.1,"T2-R-H218O-B_NODE_17495_length_708_cov_5.926217","Leviviricetes"
"T2-R-H218O-B_NODE_17788_length_705_cov_4.752366_1","Cryppavirales",196,"T2-R-H218O-B_NODE_17788_length_705_cov_4.752366","Howeltoviricetes"
"T2-R-H218O-B_NODE_1815_length_1317_cov_3.457464_1","Cryppavirales",243.8,"T2-R-H218O-B_NODE_1815_length_1317_cov_3.457464","Howeltoviricetes"
"T2-R-H218O-B_NODE_1850_length_1310_cov_1.897498_1","Cryppavirales",239.7,"T2-R-H218O-B_NODE_1850_length_1310_cov_1.897498","Howeltoviricetes"
"T2-R-H218O-B_NODE_19270_length_691_cov_2.629032_1","Levivirales",134.9,"T2-R-H218O-B_NODE_19270_length_691_cov_2.629032","Leviviricetes"
"T2-R-H218O-B_NODE_19283_length_691_cov_2.135484_1","Levivirales",83.6,"T2-R-H218O-B_NODE_19283_length_691_cov_2.135484","Leviviricetes"
"T2-R-H218O-B_NODE_1929_length_1295_cov_12.172386_1","Wolframvirales",90.3,"T2-R-H218O-B_NODE_1929_length_1295_cov_12.172386","Amabiliviricetes"
"T2-R-H218O-B_NODE_1995_length_1283_cov_2.407591_1","Chunqiuviricetes",153.4,"T2-R-H218O-B_NODE_1995_length_1283_cov_2.407591","Chunqiuviricetes"
"T2-R-H218O-B_NODE_19_length_3753_cov_11.079848_1","Levivirales",425.3,"T2-R-H218O-B_NODE_19_length_3753_cov_11.079848","Leviviricetes"
"T2-R-H218O-B_NODE_20231_length_682_cov_2.245499_1","Levivirales",200.7,"T2-R-H218O-B_NODE_20231_length_682_cov_2.245499","Leviviricetes"
"T2-R-H218O-B_NODE_20311_length_681_cov_3.931148_1","Cryppavirales",269.8,"T2-R-H218O-B_NODE_20311_length_681_cov_3.931148","Howeltoviricetes"
"T2-R-H218O-B_NODE_20556_length_679_cov_2.968750_1","Levivirales",202.1,"T2-R-H218O-B_NODE_20556_length_679_cov_2.968750","Leviviricetes"
"T2-R-H218O-B_NODE_21029_length_675_cov_2.493377_1","Levivirales",250.2,"T2-R-H218O-B_NODE_21029_length_675_cov_2.493377","Leviviricetes"
"T2-R-H218O-B_NODE_21770_length_669_cov_3.730769_1","Ourlivirales",239.5,"T2-R-H218O-B_NODE_21770_length_669_cov_3.730769","Miaviricetes"
"T2-R-H218O-B_NODE_21_length_3701_cov_23.526171_1","Cryppavirales",445.8,"T2-R-H218O-B_NODE_21_length_3701_cov_23.526171","Howeltoviricetes"
"T2-R-H218O-B_NODE_22_length_3665_cov_7.442404_1","Cryppavirales",357.9,"T2-R-H218O-B_NODE_22_length_3665_cov_7.442404","Howeltoviricetes"
"T2-R-H218O-B_NODE_238_length_2225_cov_7.174559_1","Ourlivirales",488,"T2-R-H218O-B_NODE_238_length_2225_cov_7.174559","Miaviricetes"
"T2-R-H218O-B_NODE_2417_length_1221_cov_32.673043_1","Kitrinoviricota",76.2,"T2-R-H218O-B_NODE_2417_length_1221_cov_32.673043","Kitrinoviricota"
"T2-R-H218O-B_NODE_2519_length_1208_cov_4.250660_1","Ourlivirales",433.3,"T2-R-H218O-B_NODE_2519_length_1208_cov_4.250660","Miaviricetes"
"T2-R-H218O-B_NODE_25_length_3511_cov_9.302616_1","Cryppavirales",458.8,"T2-R-H218O-B_NODE_25_length_3511_cov_9.302616","Howeltoviricetes"
"T2-R-H218O-B_NODE_282_length_2134_cov_4.993214_1","Wolframvirales",211.4,"T2-R-H218O-B_NODE_282_length_2134_cov_4.993214","Amabiliviricetes"
"T2-R-H218O-B_NODE_29620_length_618_cov_1.374771_1","Levivirales",190.1,"T2-R-H218O-B_NODE_29620_length_618_cov_1.374771","Leviviricetes"
"T2-R-H218O-B_NODE_30772_length_612_cov_1.589649_1","Levivirales",155.7,"T2-R-H218O-B_NODE_30772_length_612_cov_1.589649","Leviviricetes"
"T2-R-H218O-B_NODE_3087_length_1136_cov_6.099531_1","Cryppavirales",413.7,"T2-R-H218O-B_NODE_3087_length_1136_cov_6.099531","Howeltoviricetes"
"T2-R-H218O-B_NODE_31587_length_608_cov_1.694600_1","Levivirales",200,"T2-R-H218O-B_NODE_31587_length_608_cov_1.694600","Leviviricetes"
"T2-R-H218O-B_NODE_32_length_3338_cov_19.079278_1","Cryppavirales",513.8,"T2-R-H218O-B_NODE_32_length_3338_cov_19.079278","Howeltoviricetes"
"T2-R-H218O-B_NODE_33047_length_601_cov_1.479245_1","Durnavirales",153.5,"T2-R-H218O-B_NODE_33047_length_601_cov_1.479245","Duplopiviricetes"
"T2-R-H218O-B_NODE_33_length_3329_cov_6.232965_1","Wolframvirales",156,"T2-R-H218O-B_NODE_33_length_3329_cov_6.232965","Amabiliviricetes"
"T2-R-H218O-B_NODE_345_length_2038_cov_4.219115_1","Cryppavirales",496.5,"T2-R-H218O-B_NODE_345_length_2038_cov_4.219115","Howeltoviricetes"
"T2-R-H218O-B_NODE_3677_length_1082_cov_3.253215_1","Levivirales",316.5,"T2-R-H218O-B_NODE_3677_length_1082_cov_3.253215","Leviviricetes"
"T2-R-H218O-B_NODE_3709_length_1079_cov_3.096230_1","Cryppavirales",61.3,"T2-R-H218O-B_NODE_3709_length_1079_cov_3.096230","Howeltoviricetes"
"T2-R-H218O-B_NODE_3894_length_1064_cov_3.439074_1","Levivirales",290.8,"T2-R-H218O-B_NODE_3894_length_1064_cov_3.439074","Leviviricetes"
"T2-R-H218O-B_NODE_409_length_1955_cov_15.085987_1","Durnavirales",276.7,"T2-R-H218O-B_NODE_409_length_1955_cov_15.085987","Duplopiviricetes"
"T2-R-H218O-B_NODE_422_length_1944_cov_2.769888_1","Levivirales",448.9,"T2-R-H218O-B_NODE_422_length_1944_cov_2.769888","Leviviricetes"
"T2-R-H218O-B_NODE_4316_length_1033_cov_9.358628_1","Wolframvirales",111.1,"T2-R-H218O-B_NODE_4316_length_1033_cov_9.358628","Amabiliviricetes"
"T2-R-H218O-B_NODE_432_length_1933_cov_27.161117_1","Cryppavirales",129.5,"T2-R-H218O-B_NODE_432_length_1933_cov_27.161117","Howeltoviricetes"
"T2-R-H218O-B_NODE_43_length_3207_cov_4.423469_1","Ellioviricetes",130.6,"T2-R-H218O-B_NODE_43_length_3207_cov_4.423469","Ellioviricetes"
"T2-R-H218O-B_NODE_4570_length_1016_cov_3.167196_1","Levivirales",300.7,"T2-R-H218O-B_NODE_4570_length_1016_cov_3.167196","Leviviricetes"
"T2-R-H218O-B_NODE_466_length_1891_cov_2.926923_1","Cryppavirales",455.7,"T2-R-H218O-B_NODE_466_length_1891_cov_2.926923","Howeltoviricetes"
"T2-R-H218O-B_NODE_4848_length_1000_cov_2.572659_1","Cryppavirales",85.4,"T2-R-H218O-B_NODE_4848_length_1000_cov_2.572659","Howeltoviricetes"
"T2-R-H218O-B_NODE_5301_length_976_cov_4.699448_1","Tolivirales",177.1,"T2-R-H218O-B_NODE_5301_length_976_cov_4.699448","Tolucaviricetes"
"T2-R-H218O-B_NODE_536_length_1822_cov_21.477441_1","Tymovirales",353.9,"T2-R-H218O-B_NODE_536_length_1822_cov_21.477441","Alsuviricetes"
"T2-R-H218O-B_NODE_548_length_1813_cov_7.275545_1","Ourlivirales",365,"T2-R-H218O-B_NODE_548_length_1813_cov_7.275545","Miaviricetes"
"T2-R-H218O-B_NODE_5739_length_955_cov_14.263575_1","Kitrinoviricota",80.9,"T2-R-H218O-B_NODE_5739_length_955_cov_14.263575","Kitrinoviricota"
"T2-R-H218O-B_NODE_575_length_1796_cov_3.499710_1","Cryppavirales",208.3,"T2-R-H218O-B_NODE_575_length_1796_cov_3.499710","Howeltoviricetes"
"T2-R-H218O-B_NODE_6086_length_940_cov_5.789413_1","Durnavirales",230.6,"T2-R-H218O-B_NODE_6086_length_940_cov_5.789413","Duplopiviricetes"
"T2-R-H218O-B_NODE_617_length_1773_cov_5.482374_1","Kitrinoviricota",162.8,"T2-R-H218O-B_NODE_617_length_1773_cov_5.482374","Kitrinoviricota"
"T2-R-H218O-B_NODE_6267_length_933_cov_1.755220_1","Levivirales",251.7,"T2-R-H218O-B_NODE_6267_length_933_cov_1.755220","Leviviricetes"
"T2-R-H218O-B_NODE_6285_length_932_cov_2.637631_1","Levivirales",330.5,"T2-R-H218O-B_NODE_6285_length_932_cov_2.637631","Leviviricetes"
"T2-R-H218O-B_NODE_6469_length_925_cov_3.370023_1","Levivirales",346,"T2-R-H218O-B_NODE_6469_length_925_cov_3.370023","Leviviricetes"
"T2-R-H218O-B_NODE_6596_length_920_cov_1.869258_1","Levivirales",238.4,"T2-R-H218O-B_NODE_6596_length_920_cov_1.869258","Leviviricetes"
"T2-R-H218O-B_NODE_6762_length_914_cov_2.455516_1","Levivirales",196,"T2-R-H218O-B_NODE_6762_length_914_cov_2.455516","Leviviricetes"
"T2-R-H218O-B_NODE_678_length_1734_cov_4.239928_1","Kitrinoviricota",159.8,"T2-R-H218O-B_NODE_678_length_1734_cov_4.239928","Kitrinoviricota"
"T2-R-H218O-B_NODE_6864_length_911_cov_1.825000_1","Kitrinoviricota",126,"T2-R-H218O-B_NODE_6864_length_911_cov_1.825000","Kitrinoviricota"
